GPU: NVIDIA GeForce RTX 4090
VRAM: 23.5 GB

======================================================================
Few-Shot Open Set Recognition - Episodic Training Pipeline
======================================================================

Loading datasets...
使用动态加载模式，不加载缓存文件 /coding/audio_classifying/unprocessed_data/TAU22_train_pro_1s.pt
索引映射构建完成，总样本数: 30000

Base feature extractor already exists: experiment/yamnet_fewshot_osr6/base_feature_extractor.pth
FeatureExtractor: loaded YAMNet pretrained weights from yamnet.pth (FC layers random)
FeatureExtractor: loaded 221/221 parameters from experiment/yamnet_fewshot_osr6/base_feature_extractor.pth

======================================================================
Phase 1: Feature Extraction
======================================================================
使用动态加载模式，不加载缓存文件 /coding/audio_classifying/unprocessed_data/TAU22_calib_pro_1s.pt
索引映射构建完成，总样本数: 18000
使用动态加载模式，不加载缓存文件 /coding/audio_classifying/unprocessed_data/TAU22_eval_pro_1s.pt
索引映射构建完成，总样本数: 18000
Loading cached features from experiment/fewshot_cache/train_features.pt (version: v10_early_gaussian_robust_proto)
  Classes: [0, 1, 2, 3, 4, 5]
    Class 0: 5000 samples
    Class 1: 5000 samples
    Class 2: 5000 samples
    Class 3: 5000 samples
    Class 4: 5000 samples
    Class 5: 5000 samples
Loading cached features from experiment/fewshot_cache/calib_features.pt (version: v10_early_gaussian_robust_proto)
  Classes: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
    Class 0: 1800 samples
    Class 1: 1800 samples
    Class 2: 1800 samples
    Class 3: 1800 samples
    Class 4: 1800 samples
    Class 5: 1800 samples
    Class 6: 1800 samples
    Class 7: 1800 samples
    Class 8: 1800 samples
    Class 9: 1800 samples
Loading cached features from experiment/fewshot_cache/test_features.pt (version: v10_early_gaussian_robust_proto)
  Classes: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
    Class 0: 1800 samples
    Class 1: 1800 samples
    Class 2: 1800 samples
    Class 3: 1800 samples
    Class 4: 1800 samples
    Class 5: 1800 samples
    Class 6: 1800 samples
    Class 7: 1800 samples
    Class 8: 1800 samples
    Class 9: 1800 samples

Computing t-SNE on 5000 samples...
t-SNE plot saved: experiment/yamnet_fewshot_osr6/tsne_features.png

======================================================================
Phase 2: Episodic Meta-Training
======================================================================
OOD exposure: 4 unknown classes, 7200 total samples
Real OOD exposure: 7200 samples from classes [6, 7, 8, 9]
Flow classifier params: 2,917,313

======================================================================
Episodic Meta-Training: 5-way 5-shot
Base classes:     [0, 1, 2, 3, 4, 5]
Ep   900/10000 | CE: 1.2249 Total: 1.4177 Acc: 76.05% | Val Loss: 1.7869 Acc: 66.40% | LR: 9.00e-05 cls:0.0 gau:1.0 str:0.0 | z_norm²: 32.4(≈32) z_std: 0.915(≈1.0)
Ep  1000/10000 | CE: 1.2527 Total: 1.4267 Acc: 77.04% | Val Loss: 2.0870 Acc: 67.55% | LR: 1.00e-04 cls:0.0 gau:1.0 str:0.0 | z_norm²: 32.3(≈32) z_std: 0.925(≈1.0)
Ep  1100/10000 | CE: 1.2364 Total: 1.3866 Acc: 77.09% | Val Loss: 1.8455 Acc: 65.52% | LR: 1.00e-04 cls:0.1 gau:1.0 str:0.0 | z_norm²: 32.0(≈32) z_std: 0.920(≈1.0)
Ep  1200/10000 | CE: 1.1160 Total: 1.2593 Acc: 77.80% | Val Loss: 2.0056 Acc: 65.01% | LR: 9.99e-05 cls:0.1 gau:1.0 str:0.0 | z_norm²: 32.0(≈32) z_std: 0.942(≈1.0)
Ep  1300/10000 | CE: 1.2245 Total: 1.3345 Acc: 77.93% | Val Loss: 1.8925 Acc: 66.27% | LR: 9.98e-05 cls:0.1 gau:1.0 str:0.0 | z_norm²: 32.3(≈32) z_std: 0.944(≈1.0)
Ep  1400/10000 | CE: 1.2041 Total: 1.3119 Acc: 76.65% | Val Loss: 2.0002 Acc: 68.19% | LR: 9.96e-05 cls:0.2 gau:1.0 str:0.0 | z_norm²: 31.7(≈32) z_std: 0.946(≈1.0)
  -> Best model saved (Val Acc: 68.19%)
Ep  1500/10000 | CE: 1.1301 Total: 1.2230 Acc: 79.07% | Val Loss: 2.1018 Acc: 65.73% | LR: 9.94e-05 cls:0.2 gau:1.0 str:0.0 | z_norm²: 32.5(≈32) z_std: 0.951(≈1.0)
Ep  1600/10000 | CE: 1.2057 Total: 1.2921 Acc: 76.85% | Val Loss: 1.7265 Acc: 68.85% | LR: 9.91e-05 cls:0.3 gau:1.0 str:0.0 | z_norm²: 32.0(≈32) z_std: 0.945(≈1.0)
  -> Best model saved (Val Acc: 68.85%)
Ep  1700/10000 | CE: 1.1353 Total: 1.2069 Acc: 76.96% | Val Loss: 2.0429 Acc: 65.31% | LR: 9.88e-05 cls:0.3 gau:1.0 str:0.0 | z_norm²: 31.8(≈32) z_std: 0.939(≈1.0)
Ep  1800/10000 | CE: 1.1733 Total: 1.2322 Acc: 76.64% | Val Loss: 1.9738 Acc: 65.25% | LR: 9.84e-05 cls:0.4 gau:1.0 str:0.0 | z_norm²: 32.1(≈32) z_std: 0.954(≈1.0)
Ep  1900/10000 | CE: 1.1807 Total: 1.2171 Acc: 76.49% | Val Loss: 1.8034 Acc: 67.09% | LR: 9.80e-05 cls:0.5 gau:1.0 str:0.0 | z_norm²: 32.2(≈32) z_std: 0.963(≈1.0)
Ep  2000/10000 | CE: 1.1428 Total: 1.1922 Acc: 76.49% | Val Loss: 1.7807 Acc: 66.99% | LR: 9.76e-05 cls:0.5 gau:1.0 str:0.0 | z_norm²: 31.4(≈32) z_std: 0.943(≈1.0)
Ep  2100/10000 | CE: 1.2209 Total: 1.2504 Acc: 76.61% | Val Loss: 1.7958 Acc: 67.97% | LR: 9.70e-05 cls:0.6 gau:1.0 str:0.0 | z_norm²: 32.3(≈32) z_std: 0.953(≈1.0)
Ep  2200/10000 | CE: 1.1179 Total: 1.1256 Acc: 78.61% | Val Loss: 1.8303 Acc: 68.56% | LR: 9.65e-05 cls:0.6 gau:1.0 str:0.0 | z_norm²: 31.9(≈32) z_std: 0.947(≈1.0)
Ep  2300/10000 | CE: 1.0893 Total: 1.0939 Acc: 78.95% | Val Loss: 1.8599 Acc: 66.48% | LR: 9.59e-05 cls:0.7 gau:1.0 str:0.0 | z_norm²: 32.2(≈32) z_std: 0.955(≈1.0)
Ep  2400/10000 | CE: 1.0970 Total: 1.0954 Acc: 77.96% | Val Loss: 1.6842 Acc: 66.53% | LR: 9.52e-05 cls:0.7 gau:1.0 str:0.0 | z_norm²: 32.1(≈32) z_std: 0.953(≈1.0)
Ep  2500/10000 | CE: 1.1377 Total: 1.1285 Acc: 78.57% | Val Loss: 1.7926 Acc: 68.61% | LR: 9.46e-05 cls:0.8 gau:1.0 str:0.0 | z_norm²: 32.4(≈32) z_std: 0.960(≈1.0)
Ep  2600/10000 | CE: 1.0928 Total: 1.0684 Acc: 78.13% | Val Loss: 1.6588 Acc: 67.01% | LR: 9.38e-05 cls:0.8 gau:1.0 str:0.0 | z_norm²: 32.1(≈32) z_std: 0.955(≈1.0)
Ep  2700/10000 | CE: 1.0759 Total: 1.0467 Acc: 77.40% | Val Loss: 1.6964 Acc: 67.84% | LR: 9.30e-05 cls:0.8 gau:1.0 str:0.0 | z_norm²: 32.0(≈32) z_std: 0.960(≈1.0)
Ep  2800/10000 | CE: 1.0101 Total: 0.9725 Acc: 79.00% | Val Loss: 1.7792 Acc: 66.64% | LR: 9.22e-05 cls:0.9 gau:1.0 str:0.0 | z_norm²: 32.0(≈32) z_std: 0.964(≈1.0)
Ep  2900/10000 | CE: 1.0809 Total: 1.0461 Acc: 77.43% | Val Loss: 1.7733 Acc: 68.61% | LR: 9.14e-05 cls:0.9 gau:1.0 str:0.0 | z_norm²: 32.4(≈32) z_std: 0.965(≈1.0)
Ep  3000/10000 | CE: 1.0975 Total: 1.0471 Acc: 77.04% | Val Loss: 1.8359 Acc: 67.57% | LR: 9.05e-05 cls:1.0 gau:1.0 str:0.0 | z_norm²: 32.0(≈32) z_std: 0.964(≈1.0)
Ep  3100/10000 | CE: 1.0304 Total: 0.9862 Acc: 79.20% | Val Loss: 1.6842 Acc: 67.49% | LR: 8.95e-05 cls:1.0 gau:1.0 str:0.0 | z_norm²: 32.1(≈32) z_std: 0.961(≈1.0)
Ep  3200/10000 | CE: 1.0922 Total: 1.0383 Acc: 77.85% | Val Loss: 1.7043 Acc: 67.25% | LR: 8.85e-05 cls:1.0 gau:1.0 str:0.1 | z_norm²: 32.0(≈32) z_std: 0.948(≈1.0)
Ep  3300/10000 | CE: 1.0621 Total: 1.0071 Acc: 77.44% | Val Loss: 1.6642 Acc: 68.08% | LR: 8.75e-05 cls:1.0 gau:1.0 str:0.1 | z_norm²: 31.9(≈32) z_std: 0.950(≈1.0)
Ep  3400/10000 | CE: 1.0581 Total: 1.0004 Acc: 79.03% | Val Loss: 1.6777 Acc: 67.39% | LR: 8.65e-05 cls:1.0 gau:1.0 str:0.1 | z_norm²: 32.0(≈32) z_std: 0.956(≈1.0)
Ep  3500/10000 | CE: 0.9944 Total: 0.9332 Acc: 77.17% | Val Loss: 1.6310 Acc: 67.47% | LR: 8.54e-05 cls:1.0 gau:1.0 str:0.1 | z_norm²: 32.2(≈32) z_std: 0.960(≈1.0)
Ep  3600/10000 | CE: 0.9713 Total: 0.9033 Acc: 78.92% | Val Loss: 1.5544 Acc: 67.28% | LR: 8.42e-05 cls:1.0 gau:1.0 str:0.1 | z_norm²: 32.2(≈32) z_std: 0.963(≈1.0)
Ep  3700/10000 | CE: 0.9579 Total: 0.8949 Acc: 78.64% | Val Loss: 1.7118 Acc: 66.35% | LR: 8.31e-05 cls:1.0 gau:1.0 str:0.2 | z_norm²: 32.3(≈32) z_std: 0.962(≈1.0)
Ep  3800/10000 | CE: 1.0040 Total: 0.9376 Acc: 77.33% | Val Loss: 1.8257 Acc: 66.88% | LR: 8.19e-05 cls:1.0 gau:1.0 str:0.2 | z_norm²: 31.9(≈32) z_std: 0.946(≈1.0)
Ep  3900/10000 | CE: 0.9309 Total: 0.8573 Acc: 78.73% | Val Loss: 1.6293 Acc: 65.84% | LR: 8.07e-05 cls:1.0 gau:1.0 str:0.2 | z_norm²: 32.1(≈32) z_std: 0.954(≈1.0)
Ep  4000/10000 | CE: 1.0789 Total: 1.0009 Acc: 78.17% | Val Loss: 1.5652 Acc: 65.71% | LR: 7.94e-05 cls:1.0 gau:1.0 str:0.2 | z_norm²: 32.3(≈32) z_std: 0.951(≈1.0)
Ep  4100/10000 | CE: 0.9532 Total: 0.8629 Acc: 77.96% | Val Loss: 1.5649 Acc: 66.32% | LR: 7.81e-05 cls:1.0 gau:1.0 str:0.3 | z_norm²: 32.1(≈32) z_std: 0.960(≈1.0)
Ep  4200/10000 | CE: 0.9904 Total: 0.8964 Acc: 78.43% | Val Loss: 1.6439 Acc: 67.07% | LR: 7.68e-05 cls:1.0 gau:1.0 str:0.3 | z_norm²: 32.1(≈32) z_std: 0.959(≈1.0)
Ep  4300/10000 | CE: 1.0119 Total: 0.9171 Acc: 78.23% | Val Loss: 1.7395 Acc: 66.83% | LR: 7.55e-05 cls:1.0 gau:1.0 str:0.3 | z_norm²: 31.9(≈32) z_std: 0.953(≈1.0)
Ep  4400/10000 | CE: 1.0256 Total: 0.9259 Acc: 78.25% | Val Loss: 1.5025 Acc: 68.64% | LR: 7.41e-05 cls:1.0 gau:1.0 str:0.3 | z_norm²: 32.1(≈32) z_std: 0.959(≈1.0)
Ep  4500/10000 | CE: 0.9693 Total: 0.8541 Acc: 79.95% | Val Loss: 1.5178 Acc: 68.40% | LR: 7.27e-05 cls:1.0 gau:1.0 str:0.4 | z_norm²: 32.0(≈32) z_std: 0.964(≈1.0)
Ep  4600/10000 | CE: 0.9905 Total: 0.8769 Acc: 78.56% | Val Loss: 1.6833 Acc: 68.24% | LR: 7.13e-05 cls:1.0 gau:1.0 str:0.4 | z_norm²: 32.1(≈32) z_std: 0.955(≈1.0)
Ep  4700/10000 | CE: 0.9800 Total: 0.8540 Acc: 79.08% | Val Loss: 1.6706 Acc: 66.37% | LR: 6.99e-05 cls:1.0 gau:1.0 str:0.4 | z_norm²: 32.1(≈32) z_std: 0.957(≈1.0)
Ep  4800/10000 | CE: 0.9811 Total: 0.8595 Acc: 79.00% | Val Loss: 1.6795 Acc: 67.01% | LR: 6.84e-05 cls:1.0 gau:1.0 str:0.5 | z_norm²: 32.0(≈32) z_std: 0.960(≈1.0)
Ep  4900/10000 | CE: 0.8728 Total: 0.7323 Acc: 79.64% | Val Loss: 1.5373 Acc: 67.97% | LR: 6.70e-05 cls:1.0 gau:1.0 str:0.5 | z_norm²: 32.0(≈32) z_std: 0.966(≈1.0)
Ep  5000/10000 | CE: 0.9678 Total: 0.8265 Acc: 80.13% | Val Loss: 1.5892 Acc: 68.11% | LR: 6.55e-05 cls:1.0 gau:1.0 str:0.5 | z_norm²: 32.0(≈32) z_std: 0.961(≈1.0)
Ep  5100/10000 | CE: 0.9335 Total: 0.7909 Acc: 79.20% | Val Loss: 1.5497 Acc: 69.28% | LR: 6.40e-05 cls:1.0 gau:1.0 str:0.5 | z_norm²: 32.2(≈32) z_std: 0.965(≈1.0)
  -> Best model saved (Val Acc: 69.28%)
Ep  5200/10000 | CE: 0.8684 Total: 0.7167 Acc: 81.51% | Val Loss: 1.6739 Acc: 66.11% | LR: 6.25e-05 cls:1.0 gau:1.0 str:0.6 | z_norm²: 32.1(≈32) z_std: 0.963(≈1.0)
Ep  5300/10000 | CE: 0.8666 Total: 0.6986 Acc: 81.05% | Val Loss: 1.6267 Acc: 68.29% | LR: 6.09e-05 cls:1.0 gau:1.0 str:0.6 | z_norm²: 32.1(≈32) z_std: 0.965(≈1.0)
Ep  5400/10000 | CE: 0.8977 Total: 0.7254 Acc: 80.05% | Val Loss: 1.7607 Acc: 67.20% | LR: 5.94e-05 cls:1.0 gau:1.0 str:0.6 | z_norm²: 32.1(≈32) z_std: 0.963(≈1.0)
Ep  5500/10000 | CE: 0.9094 Total: 0.7303 Acc: 79.91% | Val Loss: 1.4289 Acc: 70.24% | LR: 5.79e-05 cls:1.0 gau:1.0 str:0.6 | z_norm²: 32.0(≈32) z_std: 0.960(≈1.0)
  -> Best model saved (Val Acc: 70.24%)
Ep  5600/10000 | CE: 0.9523 Total: 0.7658 Acc: 78.64% | Val Loss: 1.6586 Acc: 67.60% | LR: 5.63e-05 cls:1.0 gau:1.0 str:0.7 | z_norm²: 32.2(≈32) z_std: 0.960(≈1.0)
Ep  5700/10000 | CE: 0.8553 Total: 0.6689 Acc: 81.25% | Val Loss: 1.6063 Acc: 68.13% | LR: 5.48e-05 cls:1.0 gau:1.0 str:0.7 | z_norm²: 32.0(≈32) z_std: 0.961(≈1.0)
Ep  5800/10000 | CE: 0.9041 Total: 0.7107 Acc: 80.00% | Val Loss: 1.7233 Acc: 68.32% | LR: 5.32e-05 cls:1.0 gau:1.0 str:0.7 | z_norm²: 32.0(≈32) z_std: 0.958(≈1.0)
Ep  5900/10000 | CE: 0.9461 Total: 0.7469 Acc: 80.15% | Val Loss: 1.6090 Acc: 68.16% | LR: 5.16e-05 cls:1.0 gau:1.0 str:0.7 | z_norm²: 32.1(≈32) z_std: 0.959(≈1.0)
Ep  6000/10000 | CE: 0.8601 Total: 0.6514 Acc: 81.07% | Val Loss: 1.4283 Acc: 68.93% | LR: 5.00e-05 cls:1.0 gau:1.0 str:0.8 | z_norm²: 32.1(≈32) z_std: 0.965(≈1.0)
Ep  6100/10000 | CE: 0.8712 Total: 0.6599 Acc: 80.63% | Val Loss: 1.6397 Acc: 66.83% | LR: 4.85e-05 cls:1.0 gau:1.0 str:0.8 | z_norm²: 32.2(≈32) z_std: 0.963(≈1.0)
Ep  6200/10000 | CE: 0.9266 Total: 0.7087 Acc: 80.77% | Val Loss: 1.4005 Acc: 69.65% | LR: 4.69e-05 cls:1.0 gau:1.0 str:0.8 | z_norm²: 32.2(≈32) z_std: 0.964(≈1.0)
Ep  6300/10000 | CE: 0.8640 Total: 0.6358 Acc: 81.03% | Val Loss: 1.5134 Acc: 68.61% | LR: 4.53e-05 cls:1.0 gau:1.0 str:0.8 | z_norm²: 32.1(≈32) z_std: 0.965(≈1.0)
Ep  6400/10000 | CE: 0.8985 Total: 0.6694 Acc: 79.91% | Val Loss: 1.6802 Acc: 66.45% | LR: 4.38e-05 cls:1.0 gau:1.0 str:0.8 | z_norm²: 32.2(≈32) z_std: 0.966(≈1.0)
Ep  6500/10000 | CE: 0.8543 Total: 0.6197 Acc: 81.84% | Val Loss: 1.5705 Acc: 67.73% | LR: 4.22e-05 cls:1.0 gau:1.0 str:0.9 | z_norm²: 32.1(≈32) z_std: 0.961(≈1.0)
Ep  6600/10000 | CE: 0.7893 Total: 0.5453 Acc: 82.08% | Val Loss: 1.5430 Acc: 67.89% | LR: 4.07e-05 cls:1.0 gau:1.0 str:0.9 | z_norm²: 32.1(≈32) z_std: 0.964(≈1.0)
Ep  6700/10000 | CE: 0.8663 Total: 0.6225 Acc: 80.93% | Val Loss: 1.5611 Acc: 67.09% | LR: 3.92e-05 cls:1.0 gau:1.0 str:0.9 | z_norm²: 32.1(≈32) z_std: 0.963(≈1.0)
Ep  6800/10000 | CE: 0.8297 Total: 0.5778 Acc: 80.75% | Val Loss: 1.5004 Acc: 67.17% | LR: 3.76e-05 cls:1.0 gau:1.0 str:0.9 | z_norm²: 32.0(≈32) z_std: 0.963(≈1.0)
Ep  6900/10000 | CE: 0.8273 Total: 0.5685 Acc: 81.76% | Val Loss: 1.3343 Acc: 70.32% | LR: 3.61e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.967(≈1.0)
  -> Best model saved (Val Acc: 70.32%)
Ep  7000/10000 | CE: 0.8688 Total: 0.6037 Acc: 80.39% | Val Loss: 1.4686 Acc: 67.52% | LR: 3.46e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.970(≈1.0)
Ep  7100/10000 | CE: 0.8264 Total: 0.5528 Acc: 81.73% | Val Loss: 1.6486 Acc: 66.24% | LR: 3.31e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.971(≈1.0)
Ep  7200/10000 | CE: 0.9022 Total: 0.6348 Acc: 80.40% | Val Loss: 1.5848 Acc: 68.00% | LR: 3.17e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.969(≈1.0)
Ep  7300/10000 | CE: 0.8449 Total: 0.5717 Acc: 80.95% | Val Loss: 1.5353 Acc: 68.67% | LR: 3.02e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.967(≈1.0)
Ep  7400/10000 | CE: 0.8148 Total: 0.5448 Acc: 80.53% | Val Loss: 1.5433 Acc: 67.52% | LR: 2.88e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.962(≈1.0)
Ep  7500/10000 | CE: 0.8209 Total: 0.5543 Acc: 80.73% | Val Loss: 1.4660 Acc: 69.09% | LR: 2.74e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.3(≈32) z_std: 0.969(≈1.0)
Ep  7600/10000 | CE: 0.8233 Total: 0.5527 Acc: 80.41% | Val Loss: 1.5283 Acc: 68.35% | LR: 2.60e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.963(≈1.0)
Ep  7700/10000 | CE: 0.8658 Total: 0.5980 Acc: 80.57% | Val Loss: 1.5920 Acc: 65.23% | LR: 2.46e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.961(≈1.0)
Ep  7800/10000 | CE: 0.7881 Total: 0.5223 Acc: 80.41% | Val Loss: 1.4517 Acc: 67.76% | LR: 2.33e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.965(≈1.0)
Ep  7900/10000 | CE: 0.8643 Total: 0.5955 Acc: 81.44% | Val Loss: 1.4227 Acc: 69.04% | LR: 2.20e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.969(≈1.0)
Ep  8000/10000 | CE: 0.8302 Total: 0.5558 Acc: 81.39% | Val Loss: 1.6596 Acc: 67.65% | LR: 2.07e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.964(≈1.0)
Ep  8100/10000 | CE: 0.7935 Total: 0.5198 Acc: 81.93% | Val Loss: 1.4439 Acc: 67.36% | LR: 1.94e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.968(≈1.0)
Ep  8200/10000 | CE: 0.8404 Total: 0.5583 Acc: 80.92% | Val Loss: 1.5298 Acc: 68.03% | LR: 1.82e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.973(≈1.0)
Ep  8300/10000 | CE: 0.7488 Total: 0.4697 Acc: 81.27% | Val Loss: 1.5134 Acc: 69.01% | LR: 1.70e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.0(≈32) z_std: 0.971(≈1.0)
Ep  8400/10000 | CE: 0.7758 Total: 0.4991 Acc: 82.48% | Val Loss: 1.4981 Acc: 67.79% | LR: 1.59e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.967(≈1.0)
Ep  8500/10000 | CE: 0.8009 Total: 0.5211 Acc: 81.87% | Val Loss: 1.5666 Acc: 68.61% | LR: 1.47e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.970(≈1.0)
Ep  8600/10000 | CE: 0.8168 Total: 0.5371 Acc: 81.72% | Val Loss: 1.5550 Acc: 68.32% | LR: 1.36e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.972(≈1.0)
Ep  8700/10000 | CE: 0.7664 Total: 0.4840 Acc: 82.76% | Val Loss: 1.5927 Acc: 67.63% | LR: 1.26e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.970(≈1.0)
Ep  8800/10000 | CE: 0.8279 Total: 0.5536 Acc: 80.81% | Val Loss: 1.4029 Acc: 68.21% | LR: 1.16e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.2(≈32) z_std: 0.969(≈1.0)
Ep  8900/10000 | CE: 0.7806 Total: 0.5016 Acc: 81.81% | Val Loss: 1.4330 Acc: 69.17% | LR: 1.06e-05 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.971(≈1.0)
Ep  9000/10000 | CE: 0.8696 Total: 0.5931 Acc: 80.05% | Val Loss: 1.3974 Acc: 67.97% | LR: 9.64e-06 cls:1.0 gau:1.0 str:1.0 | z_norm²: 32.1(≈32) z_std: 0.969(≈1.0)
